Mission,Unit,Unit Count,Date,Mission Value,SORTS Value,Degree of Separation
Core,Unit 49,75,2022-12-15,0,1,1
Core,Unit 49,75,2023-01-15,1,0,1
Core,Unit 49,75,2023-02-15,1,0,1
Core,Unit 49,75,2023-03-15,1,0,1
Core,Unit 49,75,2023-04-15,1,0,1
Core,Unit 49,75,2023-05-15,2,0,2
Core,Unit 49,75,2023-06-15,2,0,2
Core,Unit 49,75,2023-07-15,2,0,2
Core,Unit 49,75,2023-08-15,2,1,1
Core,Unit 49,75,2023-09-15,2,2,0
Core,Unit 49,75,2023-10-15,2,1,1
Core,Unit 49,75,2023-11-15,1,0,1
Core,Unit 49,75,2023-12-15,2,1,1
Core,Unit 49,75,2024-01-15,2,2,0
Core,Unit 49,75,2024-02-15,0,0,0
Core,Unit 50,75,2022-03-15,2,0,2
Core,Unit 50,75,2022-04-15,1,0,1
Core,Unit 50,75,2022-05-15,1,0,1
Core,Unit 50,75,2022-06-15,2,1,1
Core,Unit 50,75,2022-07-15,0,2,2
Core,Unit 50,75,2022-08-15,2,1,1
Core,Unit 50,75,2022-09-15,0,2,2
Core,Unit 50,75,2022-10-15,0,2,2
Core,Unit 50,75,2022-11-15,1,0,1
Core,Unit 50,75,2022-12-15,1,0,1
Core,Unit 50,75,2023-01-15,2,1,1
Core,Unit 50,75,2023-02-15,2,1,1
Core,Unit 50,75,2023-03-15,2,0,2
Core,Unit 50,75,2023-04-15,1,0,1
Core,Unit 50,75,2023-05-15,1,0,1
Core,Unit 50,75,2023-06-15,0,2,2
Core,Unit 50,75,2023-07-15,0,0,0
Core,Unit 50,75,2023-08-15,2,0,2
Core,Unit 50,75,2023-09-15,0,1,1
Core,Unit 50,75,2023-10-15,1,0,1
Core,Unit 50,75,2023-11-15,0,2,2
Core,Unit 50,75,2023-12-15,0,1,1
Core,Unit 50,75,2024-01-15,2,1,1
Core,Unit 50,75,2024-02-15,2,2,0
Core,Unit 51,75,2022-03-15,0,1,1
Core,Unit 51,75,2022-04-15,0,1,1
Core,Unit 51,75,2022-05-15,2,0,2
Core,Unit 51,75,2022-06-15,2,2,0
Core,Unit 51,75,2022-07-15,2,0,2
Core,Unit 51,75,2022-08-15,2,0,2
Core,Unit 51,75,2022-09-15,2,0,2
Core,Unit 51,75,2022-10-15,1,0,1
Core,Unit 51,75,2022-11-15,1,0,1
Core,Unit 51,75,2022-12-15,0,2,2
Core,Unit 51,75,2023-01-15,1,0,1
Core,Unit 51,75,2023-02-15,0,2,2
Core,Unit 51,75,2023-03-15,2,0,2
Core,Unit 51,75,2023-04-15,1,0,1
Core,Unit 51,75,2023-05-15,1,0,1
Core,Unit 51,75,2023-06-15,1,0,1
Core,Unit 51,75,2023-07-15,0,2,2
Core,Unit 51,75,2023-08-15,1,0,1
Core,Unit 51,75,2023-09-15,2,1,1
Core,Unit 51,75,2023-10-15,2,1,1
Core,Unit 51,75,2023-11-15,0,1,1
Core,Unit 51,75,2023-12-15,1,0,1
Core,Unit 51,75,2024-01-15,0,0,0
Core,Unit 51,75,2024-02-15,1,1,0
Core,Unit 52,75,2022-03-15,1,0,1
Core,Unit 52,75,2022-04-15,1,0,1
Core,Unit 52,75,2022-05-15,1,0,1
Core,Unit 52,75,2022-06-15,2,0,2
Core,Unit 52,75,2022-07-15,0,2,2
Core,Unit 52,75,2022-08-15,1,0,1
Core,Unit 52,75,2022-09-15,1,0,1
Core,Unit 52,75,2022-10-15,1,0,1
Core,Unit 52,75,2022-11-15,2,0,2
Core,Unit 52,75,2022-12-15,2,0,2
Core,Unit 52,75,2023-01-15,0,1,1
Core,Unit 52,75,2023-02-15,1,0,1
Core,Unit 52,75,2023-03-15,0,2,2
Core,Unit 52,75,2023-04-15,1,0,1
Core,Unit 52,75,2023-05-15,2,1,1
Core,Unit 52,75,2023-06-15,1,0,1
Core,Unit 52,75,2023-07-15,0,2,2
Core,Unit 52,75,2023-08-15,2,0,2
Core,Unit 52,75,2023-09-15,0,2,2
Core,Unit 52,75,2023-10-15,2,2,0
Core,Unit 52,75,2023-11-15,2,1,1
Core,Unit 52,75,2023-12-15,1,1,0
Core,Unit 52,75,2024-01-15,2,1,1
Core,Unit 52,75,2024-02-15,1,1,0
Core,Unit 53,75,2022-03-15,2,1,1
Core,Unit 53,75,2022-04-15,0,2,2
Core,Unit 53,75,2022-05-15,1,0,1
Core,Unit 53,75,2022-06-15,1,0,1
Core,Unit 53,75,2022-07-15,1,0,1
Core,Unit 53,75,2022-08-15,2,1,1
Core,Unit 53,75,2022-09-15,1,0,1
Core,Unit 53,75,2022-10-15,0,2,2
Core,Unit 53,75,2022-11-15,2,0,2
Core,Unit 53,75,2022-12-15,2,1,1
Core,Unit 53,75,2023-01-15,2,0,2
Core,Unit 53,75,2023-02-15,0,0,0
Core,Unit 53,75,2023-03-15,0,0,0
Core,Unit 53,75,2023-04-15,2,0,2
Core,Unit 53,75,2023-05-15,0,1,1
Core,Unit 53,75,2023-06-15,1,0,1
Core,Unit 53,75,2023-07-15,0,1,1
Core,Unit 53,75,2023-08-15,0,1,1
Core,Unit 53,75,2023-09-15,2,0,2
Core,Unit 53,75,2023-10-15,1,1,0
Core,Unit 53,75,2023-11-15,2,0,2
Core,Unit 53,75,2023-12-15,0,1,1
Core,Unit 53,75,2024-01-15,0,0,0
Core,Unit 53,75,2024-02-15,2,2,0
Core,Unit 54,75,2022-03-15,2,1,1
Core,Unit 54,75,2022-04-15,2,1,1
Core,Unit 54,75,2022-05-15,1,0,1
Core,Unit 54,75,2022-06-15,1,0,1
Core,Unit 54,75,2022-07-15,1,0,1
Core,Unit 54,75,2022-08-15,1,0,1
Core,Unit 54,75,2022-09-15,2,0,2
Core,Unit 54,75,2022-10-15,1,0,1
Core,Unit 54,75,2022-11-15,2,1,1
Core,Unit 54,75,2022-12-15,1,0,1
Core,Unit 54,75,2023-01-15,0,2,2
Core,Unit 54,75,2023-02-15,1,0,1
Core,Unit 54,75,2023-03-15,1,0,1
Core,Unit 54,75,2023-04-15,2,0,2
Core,Unit 54,75,2023-05-15,0,2,2
Core,Unit 54,75,2023-06-15,0,2,2
Core,Unit 54,75,2023-07-15,1,0,1
Core,Unit 54,75,2023-08-15,0,1,1
Core,Unit 54,75,2023-09-15,1,0,1
Core,Unit 54,75,2023-10-15,2,1,1
Core,Unit 54,75,2023-11-15,1,1,0
Core,Unit 54,75,2023-12-15,1,1,0
Core,Unit 54,75,2024-01-15,1,1,0
Core,Unit 54,75,2024-02-15,2,2,0
Core,Unit 55,75,2022-03-15,2,2,0
Core,Unit 55,75,2022-04-15,1,0,1
Core,Unit 55,75,2022-05-15,1,1,0
Core,Unit 55,75,2022-06-15,2,0,2
Core,Unit 55,75,2022-07-15,1,0,1
Core,Unit 55,75,2022-08-15,2,0,2
Core,Unit 55,75,2022-09-15,0,1,1
Core,Unit 55,75,2022-10-15,2,0,2
Core,Unit 55,75,2022-11-15,2,0,2
Core,Unit 55,75,2022-12-15,2,1,1
Core,Unit 55,75,2023-01-15,0,2,2
Core,Unit 55,75,2023-02-15,0,2,2
Core,Unit 55,75,2023-03-15,0,1,1
Core,Unit 55,75,2023-04-15,0,1,1
Core,Unit 55,75,2023-05-15,2,0,2
Core,Unit 55,75,2023-06-15,2,1,1
Core,Unit 55,75,2023-07-15,2,0,2
Core,Unit 55,75,2023-08-15,0,1,1
Core,Unit 55,75,2023-09-15,1,0,1
Core,Unit 55,75,2023-10-15,0,2,2
Core,Unit 55,75,2023-11-15,1,0,1
Core,Unit 55,75,2023-12-15,1,0,1
Core,Unit 55,75,2024-01-15,0,0,0
Core,Unit 55,75,2024-02-15,0,0,0
Core,Unit 56,75,2022-03-15,2,0,2
Core,Unit 56,75,2022-04-15,0,1,1
Core,Unit 56,75,2022-05-15,1,0,1
Core,Unit 56,75,2022-06-15,2,0,2
Core,Unit 56,75,2022-07-15,2,0,2
Core,Unit 56,75,2022-08-15,2,0,2
Core,Unit 56,75,2022-09-15,1,0,1
Core,Unit 56,75,2022-10-15,2,1,1
Core,Unit 56,75,2022-11-15,2,1,1
Core,Unit 56,75,2022-12-15,2,0,2
Core,Unit 56,75,2023-01-15,1,0,1
Core,Unit 56,75,2023-02-15,0,1,1
Core,Unit 56,75,2023-03-15,1,1,0
Core,Unit 56,75,2023-04-15,0,0,0
Core,Unit 56,75,2023-05-15,0,2,2
Core,Unit 56,75,2023-06-15,2,1,1
Core,Unit 56,75,2023-07-15,0,2,2
Core,Unit 56,75,2023-08-15,0,1,1
Core,Unit 56,75,2023-09-15,0,1,1
Core,Unit 56,75,2023-10-15,0,2,2
Core,Unit 56,75,2023-11-15,1,0,1
Core,Unit 56,75,2023-12-15,2,1,1
Core,Unit 56,75,2024-01-15,1,0,1
Core,Unit 56,75,2024-02-15,1,1,0
Core,Unit 57,75,2022-03-15,1,0,1
Core,Unit 57,75,2022-04-15,1,0,1
Core,Unit 57,75,2022-05-15,1,0,1
Core,Unit 57,75,2022-06-15,2,0,2
Core,Unit 57,75,2022-07-15,0,2,2
Core,Unit 57,75,2022-08-15,1,0,1
Core,Unit 57,75,2022-09-15,2,0,2
Core,Unit 57,75,2022-10-15,0,1,1
Core,Unit 57,75,2022-11-15,2,1,1
Core,Unit 57,75,2022-12-15,1,0,1
Core,Unit 57,75,2023-01-15,1,0,1
Core,Unit 57,75,2023-02-15,0,2,2
Core,Unit 57,75,2023-03-15,0,2,2
Core,Unit 57,75,2023-04-15,2,0,2
Core,Unit 57,75,2023-05-15,2,2,0
Core,Unit 57,75,2023-06-15,1,0,1
Core,Unit 57,75,2023-07-15,0,1,1
Core,Unit 57,75,2023-08-15,0,1,1
Core,Unit 57,75,2023-09-15,2,0,2
Core,Unit 57,75,2023-10-15,0,1,1
Core,Unit 57,75,2023-11-15,1,0,1
Core,Unit 57,75,2023-12-15,0,2,2
Core,Unit 57,75,2024-01-15,2,0,2
Core,Unit 57,75,2024-02-15,1,1,0
Core,Unit 58,75,2022-03-15,2,1,1
Core,Unit 58,75,2022-04-15,0,1,1
Core,Unit 58,75,2022-05-15,2,0,2
Core,Unit 58,75,2022-06-15,2,1,1
Core,Unit 58,75,2022-07-15,2,1,1
Core,Unit 58,75,2022-08-15,0,2,2
Core,Unit 58,75,2022-09-15,0,2,2
Core,Unit 58,75,2022-10-15,0,1,1
Core,Unit 58,75,2022-11-15,0,1,1
Core,Unit 58,75,2022-12-15,0,1,1
Core,Unit 58,75,2023-01-15,0,2,2
Core,Unit 58,75,2023-02-15,1,0,1
Core,Unit 58,75,2023-03-15,0,2,2
Core,Unit 58,75,2023-04-15,1,0,1
Core,Unit 58,75,2023-05-15,1,0,1
Core,Unit 58,75,2023-06-15,0,2,2
Core,Unit 58,75,2023-07-15,2,2,0
Core,Unit 58,75,2023-08-15,0,2,2
Core,Unit 58,75,2023-09-15,1,1,0
Core,Unit 58,75,2023-10-15,1,0,1
Core,Unit 58,75,2023-11-15,0,1,1
Core,Unit 58,75,2023-12-15,1,0,1
Core,Unit 58,75,2024-01-15,0,2,2
Core,Unit 58,75,2024-02-15,0,0,0
Core,Unit 59,75,2022-03-15,0,2,2
Core,Unit 59,75,2022-04-15,0,2,2
Core,Unit 59,75,2022-05-15,1,0,1
Core,Unit 59,75,2022-06-15,2,1,1
Core,Unit 59,75,2022-07-15,0,2,2
Core,Unit 59,75,2022-08-15,2,1,1
Core,Unit 59,75,2022-09-15,2,0,2
Core,Unit 59,75,2022-10-15,2,1,1
Core,Unit 59,75,2022-11-15,2,0,2
Core,Unit 59,75,2022-12-15,0,2,2
Core,Unit 59,75,2023-01-15,0,1,1
Core,Unit 59,75,2023-02-15,1,0,1
Core,Unit 59,75,2023-03-15,2,0,2
Core,Unit 59,75,2023-04-15,2,0,2
Core,Unit 59,75,2023-05-15,2,1,1
Core,Unit 59,75,2023-06-15,0,1,1
Core,Unit 59,75,2023-07-15,0,1,1
Core,Unit 59,75,2023-08-15,2,0,2
Core,Unit 59,75,2023-09-15,2,0,2
Core,Unit 59,75,2023-10-15,1,0,1
Core,Unit 59,75,2023-11-15,0,0,0
Core,Unit 59,75,2023-12-15,1,0,1
Core,Unit 59,75,2024-01-15,0,0,0
Core,Unit 59,75,2024-02-15,0,0,0
Core,Unit 60,75,2022-03-15,1,0,1
Core,Unit 60,75,2022-04-15,2,1,1
Core,Unit 60,75,2022-05-15,1,0,1
Core,Unit 60,75,2022-06-15,0,2,2
Core,Unit 60,75,2022-07-15,2,2,0
Core,Unit 60,75,2022-08-15,2,2,0
Core,Unit 60,75,2022-09-15,2,0,2
Core,Unit 60,75,2022-10-15,2,1,1
Core,Unit 60,75,2022-11-15,2,1,1
Core,Unit 60,75,2022-12-15,1,0,1
Core,Unit 60,75,2023-01-15,2,0,2
Core,Unit 60,75,2023-02-15,0,1,1
Core,Unit 60,75,2023-03-15,2,0,2
Core,Unit 60,75,2023-04-15,0,1,1
Core,Unit 60,75,2023-05-15,2,1,1
Core,Unit 60,75,2023-06-15,1,0,1
Core,Unit 60,75,2023-07-15,2,1,1
Core,Unit 60,75,2023-08-15,2,1,1
Core,Unit 60,75,2023-09-15,0,2,2
Core,Unit 60,75,2023-10-15,2,0,2
Core,Unit 60,75,2023-11-15,2,2,0
Core,Unit 60,75,2023-12-15,2,2,0
Core,Unit 60,75,2024-01-15,0,0,0
Core,Unit 60,75,2024-02-15,2,2,0
Core,Unit 61,75,2022-03-15,0,2,2
Core,Unit 61,75,2022-04-15,1,0,1
Core,Unit 61,75,2022-05-15,2,0,2
Core,Unit 61,75,2022-06-15,2,0,2
Core,Unit 61,75,2022-07-15,2,0,2
Core,Unit 61,75,2022-08-15,1,0,1
Core,Unit 61,75,2022-09-15,1,0,1
Core,Unit 61,75,2022-10-15,2,1,1
Core,Unit 61,75,2022-11-15,1,0,1
Core,Unit 61,75,2022-12-15,0,2,2
Core,Unit 61,75,2023-01-15,0,1,1
Core,Unit 61,75,2023-02-15,2,0,2
Core,Unit 61,75,2023-03-15,0,2,2
Core,Unit 61,75,2023-04-15,0,2,2
Core,Unit 61,75,2023-05-15,0,2,2
Core,Unit 61,75,2023-06-15,2,0,2
Core,Unit 61,75,2023-07-15,1,0,1
Core,Unit 61,75,2023-08-15,2,1,1
Core,Unit 61,75,2023-09-15,1,0,1
Core,Unit 61,75,2023-10-15,0,2,2
Core,Unit 61,75,2023-11-15,1,1,0
Core,Unit 61,75,2023-12-15,1,0,1
Core,Unit 61,75,2024-01-15,2,2,0
Core,Unit 61,75,2024-02-15,0,0,0
Core,Unit 62,75,2022-03-15,0,2,2
Core,Unit 62,75,2022-04-15,0,1,1
Core,Unit 62,75,2022-05-15,1,0,1
Core,Unit 62,75,2022-06-15,0,1,1
Core,Unit 62,75,2022-07-15,1,0,1
Core,Unit 62,75,2022-08-15,0,1,1
Core,Unit 62,75,2022-09-15,2,0,2
Core,Unit 62,75,2022-10-15,0,1,1
Core,Unit 62,75,2022-11-15,0,2,2
Core,Unit 62,75,2022-12-15,2,0,2
Core,Unit 62,75,2023-01-15,0,2,2
Core,Unit 62,75,2023-02-15,2,0,2
Core,Unit 62,75,2023-03-15,1,0,1
Core,Unit 62,75,2023-04-15,0,1,1
Core,Unit 62,75,2023-05-15,1,0,1
Core,Unit 62,75,2023-06-15,0,1,1
Core,Unit 62,75,2023-07-15,2,1,1
Core,Unit 62,75,2023-08-15,0,2,2
Core,Unit 62,75,2023-09-15,2,1,1
Core,Unit 62,75,2023-10-15,0,0,0
Core,Unit 62,75,2023-11-15,0,1,1
Core,Unit 62,75,2023-12-15,2,1,1
Core,Unit 62,75,2024-01-15,2,1,1
Core,Unit 62,75,2024-02-15,1,1,0
Core,Unit 63,75,2022-03-15,0,2,2
Core,Unit 63,75,2022-04-15,2,0,2
Core,Unit 63,75,2022-05-15,1,0,1
Core,Unit 63,75,2022-06-15,2,0,2
Core,Unit 63,75,2022-07-15,0,1,1
Core,Unit 63,75,2022-08-15,2,1,1
Core,Unit 63,75,2022-09-15,0,2,2
Core,Unit 63,75,2022-10-15,1,0,1
Core,Unit 63,75,2022-11-15,0,1,1
Core,Unit 63,75,2022-12-15,2,1,1
Core,Unit 63,75,2023-01-15,1,0,1
Core,Unit 63,75,2023-02-15,0,1,1
Core,Unit 63,75,2023-03-15,2,1,1
Core,Unit 63,75,2023-04-15,2,1,1
Core,Unit 63,75,2023-05-15,2,1,1
Core,Unit 63,75,2023-06-15,1,0,1
Core,Unit 63,75,2023-07-15,2,0,2
Core,Unit 63,75,2023-08-15,0,2,2
Core,Unit 63,75,2023-09-15,1,0,1
Core,Unit 63,75,2023-10-15,2,0,2
Core,Unit 63,75,2023-11-15,0,0,0
Core,Unit 63,75,2023-12-15,2,1,1
Core,Unit 63,75,2024-01-15,0,0,0
Core,Unit 63,75,2024-02-15,2,2,0
Core,Unit 64,75,2022-03-15,2,1,1
Core,Unit 64,75,2022-04-15,1,1,0
Core,Unit 64,75,2022-05-15,2,1,1
Core,Unit 64,75,2022-06-15,0,2,2
Core,Unit 64,75,2022-07-15,1,0,1
Core,Unit 64,75,2022-08-15,1,0,1
Core,Unit 64,75,2022-09-15,2,0,2
Core,Unit 64,75,2022-10-15,0,1,1
Core,Unit 64,75,2022-11-15,2,0,2
Core,Unit 64,75,2022-12-15,0,1,1
Core,Unit 64,75,2023-01-15,0,2,2
Core,Unit 64,75,2023-02-15,0,2,2
Core,Unit 64,75,2023-03-15,0,1,1
Core,Unit 64,75,2023-04-15,1,0,1
Core,Unit 64,75,2023-05-15,0,2,2
Core,Unit 64,75,2023-06-15,2,1,1
Core,Unit 64,75,2023-07-15,0,0,0
Core,Unit 64,75,2023-08-15,1,0,1
Core,Unit 64,75,2023-09-15,0,2,2
Core,Unit 64,75,2023-10-15,0,0,0
Core,Unit 64,75,2023-11-15,0,2,2
Core,Unit 64,75,2023-12-15,1,0,1
Core,Unit 64,75,2024-01-15,1,1,0
Core,Unit 64,75,2024-02-15,0,0,0
Core,Unit 65,75,2022-03-15,0,1,1
Core,Unit 65,75,2022-04-15,2,0,2
Core,Unit 65,75,2022-05-15,2,0,2
Core,Unit 65,75,2022-06-15,1,1,0
Core,Unit 65,75,2022-07-15,0,1,1
Core,Unit 65,75,2022-08-15,1,0,1
Core,Unit 65,75,2022-09-15,1,0,1
Core,Unit 65,75,2022-10-15,2,0,2
Core,Unit 65,75,2022-11-15,1,0,1
Core,Unit 65,75,2022-12-15,0,1,1
Core,Unit 65,75,2023-01-15,1,0,1
Core,Unit 65,75,2023-02-15,0,1,1
Core,Unit 65,75,2023-03-15,2,0,2
Core,Unit 65,75,2023-04-15,1,0,1
Core,Unit 65,75,2023-05-15,2,0,2
Core,Unit 65,75,2023-06-15,0,2,2
Core,Unit 65,75,2023-07-15,0,0,0
Core,Unit 65,75,2023-08-15,2,0,2
Core,Unit 65,75,2023-09-15,1,0,1
Core,Unit 65,75,2023-10-15,2,1,1
Core,Unit 65,75,2023-11-15,2,1,1
Core,Unit 65,75,2023-12-15,0,0,0
Core,Unit 65,75,2024-01-15,0,2,2
Core,Unit 65,75,2024-02-15,1,1,0
Core,Unit 66,75,2022-03-15,0,2,2
Core,Unit 66,75,2022-04-15,2,1,1
Core,Unit 66,75,2022-05-15,1,0,1
Core,Unit 66,75,2022-06-15,1,0,1
Core,Unit 66,75,2022-07-15,0,2,2
Core,Unit 66,75,2022-08-15,2,1,1
Core,Unit 66,75,2022-09-15,1,0,1
Core,Unit 66,75,2022-10-15,0,2,2
Core,Unit 66,75,2022-11-15,2,0,2
Core,Unit 66,75,2022-12-15,1,0,1
Core,Unit 66,75,2023-01-15,2,0,2
Core,Unit 66,75,2023-02-15,1,0,1
Core,Unit 66,75,2023-03-15,0,1,1
Core,Unit 66,75,2023-04-15,0,2,2
Core,Unit 66,75,2023-05-15,0,2,2
Core,Unit 66,75,2023-06-15,2,0,2
Core,Unit 66,75,2023-07-15,2,1,1
Core,Unit 66,75,2023-08-15,2,0,2
Core,Unit 66,75,2023-09-15,0,2,2
Core,Unit 66,75,2023-10-15,2,1,1
Core,Unit 66,75,2023-11-15,1,0,1
Core,Unit 66,75,2023-12-15,2,1,1
Core,Unit 66,75,2024-01-15,0,0,0
Core,Unit 66,75,2024-02-15,2,2,0
Core,Unit 67,75,2022-03-15,2,0,2
Core,Unit 67,75,2022-04-15,1,0,1
Core,Unit 67,75,2022-05-15,2,0,2
Core,Unit 67,75,2022-06-15,2,0,2
Core,Unit 67,75,2022-07-15,0,2,2
Core,Unit 67,75,2022-08-15,2,0,2
Core,Unit 67,75,2022-09-15,2,0,2
Core,Unit 67,75,2022-10-15,0,1,1
Core,Unit 67,75,2022-11-15,2,1,1
Core,Unit 67,75,2022-12-15,2,1,1
Core,Unit 67,75,2023-01-15,1,0,1
Core,Unit 67,75,2023-02-15,1,0,1
Core,Unit 67,75,2023-03-15,0,1,1
Core,Unit 67,75,2023-04-15,2,0,2
Core,Unit 67,75,2023-05-15,1,0,1
Core,Unit 67,75,2023-06-15,2,0,2
Core,Unit 67,75,2023-07-15,2,2,0
Core,Unit 67,75,2023-08-15,1,0,1
Core,Unit 67,75,2023-09-15,2,1,1
Core,Unit 67,75,2023-10-15,2,2,0
Core,Unit 67,75,2023-11-15,0,0,0
Core,Unit 67,75,2023-12-15,0,0,0
Core,Unit 67,75,2024-01-15,2,2,0
Core,Unit 67,75,2024-02-15,1,1,0
Core,Unit 68,75,2022-03-15,2,0,2
Core,Unit 68,75,2022-04-15,1,0,1
Core,Unit 68,75,2022-05-15,2,0,2
Core,Unit 68,75,2022-06-15,1,0,1
Core,Unit 68,75,2022-07-15,2,0,2
Core,Unit 68,75,2022-08-15,1,0,1
Core,Unit 68,75,2022-09-15,0,1,1
Core,Unit 68,75,2022-10-15,0,2,2
Core,Unit 68,75,2022-11-15,2,0,2
Core,Unit 68,75,2022-12-15,2,1,1
Core,Unit 68,75,2023-01-15,0,1,1
Core,Unit 68,75,2023-02-15,2,1,1
Core,Unit 68,75,2023-03-15,2,0,2
Core,Unit 68,75,2023-04-15,0,2,2
Core,Unit 68,75,2023-05-15,2,1,1
Core,Unit 68,75,2023-06-15,0,1,1
Core,Unit 68,75,2023-07-15,1,0,1
Core,Unit 68,75,2023-08-15,0,1,1
Core,Unit 68,75,2023-09-15,2,0,2
Core,Unit 68,75,2023-10-15,2,0,2
Core,Unit 68,75,2023-11-15,1,0,1
Core,Unit 68,75,2023-12-15,2,1,1
Core,Unit 68,75,2024-01-15,2,0,2
Core,Unit 68,75,2024-02-15,1,1,0
Core,Unit 69,75,2022-03-15,1,0,1
Core,Unit 69,75,2022-04-15,2,2,0
Core,Unit 69,75,2022-05-15,0,1,1
Core,Unit 69,75,2022-06-15,2,1,1
Core,Unit 69,75,2022-07-15,0,2,2
Core,Unit 69,75,2022-08-15,0,1,1
Core,Unit 69,75,2022-09-15,1,0,1
Core,Unit 69,75,2022-10-15,2,0,2
Core,Unit 69,75,2022-11-15,0,2,2
Core,Unit 69,75,2022-12-15,2,1,1
Core,Unit 69,75,2023-01-15,1,0,1
Core,Unit 69,75,2023-02-15,2,0,2
Core,Unit 69,75,2023-03-15,1,0,1
Core,Unit 69,75,2023-04-15,2,1,1
Core,Unit 69,75,2023-05-15,0,1,1
Core,Unit 69,75,2023-06-15,1,1,0
Core,Unit 69,75,2023-07-15,0,1,1
Core,Unit 69,75,2023-08-15,2,2,0
Core,Unit 69,75,2023-09-15,0,0,0
Core,Unit 69,75,2023-10-15,0,0,0
Core,Unit 69,75,2023-11-15,1,0,1
Core,Unit 69,75,2023-12-15,0,1,1
Core,Unit 69,75,2024-01-15,1,1,0
Core,Unit 69,75,2024-02-15,2,2,0
Core,Unit 70,75,2022-03-15,0,2,2
Core,Unit 70,75,2022-04-15,1,0,1
Core,Unit 70,75,2022-05-15,2,0,2
Core,Unit 70,75,2022-06-15,1,0,1
Core,Unit 70,75,2022-07-15,2,0,2
Core,Unit 70,75,2022-08-15,1,0,1
Core,Unit 70,75,2022-09-15,0,1,1
Core,Unit 70,75,2022-10-15,2,1,1
Core,Unit 70,75,2022-11-15,0,2,2
Core,Unit 70,75,2022-12-15,1,0,1
Core,Unit 70,75,2023-01-15,0,1,1
Core,Unit 70,75,2023-02-15,0,2,2
Core,Unit 70,75,2023-03-15,0,0,0
Core,Unit 70,75,2023-04-15,2,0,2
Core,Unit 70,75,2023-05-15,2,1,1
Core,Unit 70,75,2023-06-15,0,2,2
Core,Unit 70,75,2023-07-15,0,2,2
Core,Unit 70,75,2023-08-15,1,1,0
Core,Unit 70,75,2023-09-15,1,0,1
Core,Unit 70,75,2023-10-15,2,2,0
Core,Unit 70,75,2023-11-15,1,0,1
Core,Unit 70,75,2023-12-15,1,1,0
Core,Unit 70,75,2024-01-15,2,2,0
Core,Unit 70,75,2024-02-15,2,2,0
Core,Unit 71,75,2022-03-15,1,0,1
Core,Unit 71,75,2022-04-15,1,0,1
Core,Unit 71,75,2022-05-15,1,0,1
Core,Unit 71,75,2022-06-15,1,0,1
Core,Unit 71,75,2022-07-15,1,0,1
Core,Unit 71,75,2022-08-15,2,1,1
Core,Unit 71,75,2022-09-15,0,2,2
Core,Unit 71,75,2022-10-15,2,1,1
Core,Unit 71,75,2022-11-15,0,2,2
Core,Unit 71,75,2022-12-15,2,0,2
Core,Unit 71,75,2023-01-15,2,1,1
Core,Unit 71,75,2023-02-15,1,0,1
Core,Unit 71,75,2023-03-15,2,2,0
Core,Unit 71,75,2023-04-15,0,2,2
Core,Unit 71,75,2023-05-15,2,0,2
Core,Unit 71,75,2023-06-15,0,1,1
Core,Unit 71,75,2023-07-15,1,0,1
Core,Unit 71,75,2023-08-15,2,0,2
Core,Unit 71,75,2023-09-15,2,1,1
Core,Unit 71,75,2023-10-15,2,1,1
Core,Unit 71,75,2023-11-15,0,2,2
Core,Unit 71,75,2023-12-15,0,1,1
Core,Unit 71,75,2024-01-15,2,1,1
Core,Unit 71,75,2024-02-15,1,1,0
Core,Unit 72,75,2022-03-15,2,1,1
Core,Unit 72,75,2022-04-15,0,1,1
Core,Unit 72,75,2022-05-15,1,0,1
Core,Unit 72,75,2022-06-15,2,1,1
Core,Unit 72,75,2022-07-15,0,2,2
Core,Unit 72,75,2022-08-15,1,0,1
Core,Unit 72,75,2022-09-15,1,0,1
Core,Unit 72,75,2022-10-15,0,2,2
Core,Unit 72,75,2022-11-15,2,1,1
Core,Unit 72,75,2022-12-15,1,0,1
Core,Unit 72,75,2023-01-15,2,0,2
Core,Unit 72,75,2023-02-15,1,0,1
Core,Unit 72,75,2023-03-15,1,0,1
Core,Unit 72,75,2023-04-15,0,2,2
Core,Unit 72,75,2023-05-15,0,0,0
Core,Unit 72,75,2023-06-15,1,0,1
Core,Unit 72,75,2023-07-15,0,2,2
Core,Unit 72,75,2023-08-15,1,0,1
Core,Unit 72,75,2023-09-15,2,1,1
Core,Unit 72,75,2023-10-15,0,2,2
Core,Unit 72,75,2023-11-15,0,1,1
Core,Unit 72,75,2023-12-15,0,1,1
Core,Unit 72,75,2024-01-15,2,1,1
Core,Unit 72,75,2024-02-15,2,2,0
Core,Unit 73,75,2022-03-15,0,1,1
Core,Unit 73,75,2022-04-15,2,1,1
Core,Unit 73,75,2022-05-15,0,2,2
Core,Unit 73,75,2022-06-15,1,0,1
Core,Unit 73,75,2022-07-15,2,0,2
Core,Unit 73,75,2022-08-15,1,0,1
Core,Unit 73,75,2022-09-15,0,1,1
Core,Unit 73,75,2022-10-15,2,0,2
Core,Unit 73,75,2022-11-15,1,0,1
Core,Unit 73,75,2022-12-15,1,0,1
Core,Unit 73,75,2023-01-15,2,0,2
Core,Unit 73,75,2023-02-15,2,1,1
Core,Unit 73,75,2023-03-15,2,0,2
Core,Unit 73,75,2023-04-15,0,2,2
