Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 3	08	0010 SPACE OPNS SQ 0000	Vandenberg Space Force Base	5SSNA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X159	Other functional based standards	13	X159 - Evade a terrestrially launched ASAT if given sufficient warning to escape the ASAT	Evade a terrestrially launched ASAT if given sufficient warning to escape the ASAT	Y	X159 - g elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	08	0053 SPACE OPNS SQ 0000	Peterson Space Force Base	5SSFA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X159	Other functional based standards	13	X159 - Evade a terrestrially launched ASAT if given sufficient warning to escape the ASAT	Evade a terrestrially launched ASAT if given sufficient warning to escape the ASAT	N	nt massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	07	0073 INTL/SURVEIL/RECON SQ 0006	Peterson Space Force Base	PS3AA	Active	Force Generation	Core	AFST 2.2.6	Provide Actionable Signals Intelligence (SIGINT)	AFST 2.2.6 - Provide Actionable Signals Intelligence (SIGINT)	Provide Actionable SIGINT in CDO Environments	X	X160	Other functional based standards	13	X160 - Evaluate incoming traffic for relevant intelligence value and/or threat potential	Evaluate incoming traffic for relevant intelligence value and/or threat potential	Y	X160 - dor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0018 SPACE DEFENSE SQ 0000	Los Angeles Air Force Base	5SBDA	Active	Force Generation	Core	SFTA 3.5.2.6.3	Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	SFTA 3.5.2.6.3 - Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	X	X161	Other functional based standards	13	X161 - Execute collection management authority processes for all collection assets	Execute collection management authority processes for all collection assets	N	X161 - ipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0018 SPACE DEFENSE SQ 0001	Schriever Space Force Base	5SBDA	Active	Force Generation	Core	SFTA 3.5.2.6.3	Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	SFTA 3.5.2.6.3 - Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	Conduct Space Domain Awareness (SDA) Sensor Collection Operations and Operational Preparation of the Environment (OPE)	X	X161	Other functional based standards	13	X161 - Execute collection management authority processes for all collection assets	Execute collection management authority processes for all collection assets	N	X161 - ipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	08	0002 SPACE OPNS SQ 0000	Vandenberg Space Force Base	5SGAA	Active	Force Generation	Core	SFTA 3.5.3.8.1	Perform Navigation Warfare (NAVWAR) Support	SFTA 3.5.3.8.1 - Perform Navigation Warfare (NAVWAR) Support	Perform Navigation Warfare (NAVWAR) Support	X	X162	Other functional based standards	13	X162 - Execute Over the Air Rekey (OTAR) and Over the Air Distribution (OTAD) tasking IAW tasking authority	Execute Over the Air Rekey (OTAR) and Over the Air Distribution (OTAD) tasking IAW tasking authority	Y	X162 - ctus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	03	0016 ELECTROMAG WARFARE SQ 0000	Cape Cod Space Force Station	ESDAA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X163	Other functional based standards	13	X163 - Execute Primary Alternate Contingency Emergency (P.A.C.E.) plan via non-secure means (code words /brevity)	Execute Primary Alternate Contingency Emergency (P.A.C.E.) plan via non-secure means (code words /brevity)	N	m odor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	03	0016 ELECTROMAG WARFARE SQ 0000	New Boston Space Force Station	ESDAA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X164	Other functional based standards	13	X164 - Execute Primary Alternate Contingency Emergency (P.A.C.E.) plan via secure means	Execute Primary Alternate Contingency Emergency (P.A.C.E.) plan via secure means	Y	erdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0002 SPACE WARNING SQ 0000	Los Angeles Air Force Base	5SMSA	Reserve	Force Generation	Core	SFSN 3.4.2.1	Generate, Disseminate, and Report  Missile Warning Sensor Data	SFSN 3.4.2.1 - Generate, Disseminate, and Report  Missile Warning Sensor Data	Generate, Disseminate, and Report  Missile Warning Sensor Data	X	X165	Other functional based standards	13	X165 - Execute Survivable Strategic Missile Warning Operations for at least 30 days in all threat levels	Execute Survivable Strategic Missile Warning Operations for at least 30 days in all threat levels	Y	Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	08	0002 SPACE OPNS SQ 0000	Los Angeles Air Force Base	5SGAA	Guard	Force Generation	Core	SFST 5.7	Support to Homeland Defense	SFST 5.7 - Support to Homeland Defense	Support to Homeland Defense	X	X166	Other functional based standards	13	X166 - Facilitate the Crucible process IAW tasking authority	Facilitate the Crucible process IAW tasking authority	Y	X166 - or amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	07	0071 INTL/SURVEIL/RECON SQ 0000	New Boston Space Force Station	PS1AA	Active	Force Generation	Core	SFTA 2.2.2	Present Intelligence, Surveillance, and Reconnaissance (ISR) Detachments to Enable Space Operations	SFTA 2.2.2 - Present Intelligence, Surveillance, and Reconnaissance (ISR) Detachments to Enable Space Operations	Present Intelligence, Surveillance, and Reconnaissance (ISR) Squadrons to Enable Space Operations	X	X167	Other functional based standards	13	X167 - Facility accredited to the necessary Sensitive Compartmented Information Facility (SCIF) level	Facility accredited to the necessary Sensitive Compartmented Information Facility (SCIF) level	Y	s augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	06	0023 SPACE OPNS SQ 0001	Peterson Space Force Base	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.7.3	Perform Satellite Control Network Remote Tracking Station Operations	SFTA 3.5.1.7.3 - Perform Satellite Control Network Remote Tracking Station Operations	Perform Satellite Control Network Remote Tracking Station Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	Y	er nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	06	0023 SPACE OPNS SQ 0000	Vandenberg Space Force Base	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	N	X168 - dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	06	0023 SPACE OPNS SQ 0000	Patrick Space Force Base	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.7.3	Perform Satellite Control Network Remote Tracking Station Operations	SFTA 3.5.1.7.3 - Perform Satellite Control Network Remote Tracking Station Operations	Perform Satellite Control Network Remote Tracking Station Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	N	dipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	06	0021 SPACE OPNS SQ 0003	Cape Cod Space Force Station	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.7.3	Perform Satellite Control Network Remote Tracking Station Operations	SFTA 3.5.1.7.3 - Perform Satellite Control Network Remote Tracking Station Operations	Perform Satellite Control Network Remote Tracking Station Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	Y	X168 - ictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	06	0021 SPACE OPNS SQ 0000	Los Angeles Air Force Base	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.7.3	Perform Satellite Control Network Remote Tracking Station Operations	SFTA 3.5.1.7.3 - Perform Satellite Control Network Remote Tracking Station Operations	Perform Satellite Control Network Remote Tracking Station Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	Y	rpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	06	0021 SPACE OPNS SQ 0001	Cheyenne Mountain Space Force Station	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.7.3	Perform Satellite Control Network Remote Tracking Station Operations	SFTA 3.5.1.7.3 - Perform Satellite Control Network Remote Tracking Station Operations	Perform Satellite Control Network Remote Tracking Station Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	Y	X168 - qu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	06	0021 SPACE OPNS SQ 0000	Buckley Space Force Base	5SDAA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X168	Other functional based standards	13	X168 - For RFI reports from an Incident	For RFI reports from an Incident	N	X168 - interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	06	0022 SPACE OPNS SQ 0000	Cheyenne Mountain Space Force Station	5SDAA	Guard	Force Generation	Core	SFTA 3.5.1.2.2	Perform Continuity of Space Operations	SFTA 3.5.1.2.2 - Perform Continuity of Space Operations	Perform Continuity of Space Operations	X	X169	Other functional based standards	13	X169 - For RFI reports from an Incident- For RFI reports from an Incident	For RFI reports from an Incident- For RFI reports from an Incident	Y	er nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	04	0007 SPACE WARNING SQ 0000	Cape Cod Space Force Station	5SMGA	Reserve	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	X	X170	Other functional based standards	13	X170 - Funding and resources available for contract support	Funding and resources available for contract support	Y	er nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0002 SPACE WARNING SQ 0000	Buckley Space Force Base	5SMSA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X171	Other functional based standards	13	X171 - Ground-based asset anomaly resolution	Ground-based asset anomaly resolution	Y	X171 - etuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0002 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMSA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X171	Other functional based standards	13	X171 - Ground-based asset anomaly resolution	Ground-based asset anomaly resolution	Y	X171 - eque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0002 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMSA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X172	Other functional based standards	13	X172 - Ground-based asset configuration changes	Ground-based asset configuration changes	Y	scing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
